Edge name,Node A,Node B,X of A,Y of A,X of B,Y of B,Avg Speed,Med Speed
578,409,418,-87.5889515918,41.8108683907,-87.5949826277,41.8169422612,52.638780655512264,53.0
579,418,430,-87.5949826277,41.8169422612,-87.6005130315,41.8252809001,54.50779280311712,55.0
580,430,417,-87.6005130315,41.8252809001,-87.6087241173,41.838562315,49.265757506303004,54.0
581,417,229,-87.6087241173,41.838562315,-87.6126395686,41.8489774904,53.61620444648178,55.0
582,229,230,-87.6126395686,41.8489774904,-87.6166024014,41.8579616159,50.43754297501719,50.0
583,230,508,-87.6166024014,41.8579616159,-87.6194490966,41.8675066759,41.67121246848499,42.0
584,508,428,-87.6194490966,41.8675066759,-87.6172893969,41.8732685796,19.41553976621522,19.0
586,428,276,-87.6172893969,41.8732685796,-87.6174880708,41.8809176639,31.06096722438689,34.0
587,276,364,-87.6174880708,41.8809176639,-87.6141227919,41.8844211471,40.67350446940041,43.0
589,364,516,-87.6141227919,41.8844211471,-87.6144348553,41.8921465775,38.30781572312492,43.0
591,516,234,-87.6144348553,41.8921465775,-87.6197096297,41.9009799095,32.93456337382535,34.0
592,234,332,-87.6197096297,41.9009799095,-87.6244709902,41.903997199,40.18290167316067,41.0
593,332,441,-87.6244709902,41.903997199,-87.6263423701,41.912127877,47.464130185652074,49.0
594,441,274,-87.6263423701,41.912127877,-87.6312101638,41.9260838613,48.229200091680035,51.0
595,274,272,-87.6312101638,41.9260838613,-87.6320383197,41.9334267489,49.965734586293834,52.0
596,272,271,-87.6320383197,41.9334267489,-87.6384061142,41.9403852584,47.32030712812285,50.0
597,271,375,-87.6384061142,41.9403852584,-87.6433589442,41.948649712,47.657804263121704,48.0
598,375,426,-87.6433589442,41.948649712,-87.644666137,41.9546745987,42.92023836809535,43.0
599,426,217,-87.644666137,41.9546745987,-87.6462620587,41.9620071198,48.74081289632592,49.0
600,217,239,-87.6462620587,41.9620071198,-87.6479690653,41.9694048948,51.541829016731604,52.0
601,239,111,-87.6479690653,41.9694048948,-87.6504669075,41.9765955945,45.69986247994499,47.0
602,111,107,-87.6504669075,41.9765955945,-87.6535479209,41.9854755787,32.11735044694018,32.0
604,312,275,-87.5791916234,41.7952192481,-87.5803012154,41.7924178277,28.74982809993124,29.0
605,313,312,-87.5815751194,41.8027393099,-87.5791916234,41.7952192481,47.68611047444419,49.0
606,409,313,-87.5889515918,41.8108683907,-87.5815751194,41.8027393099,48.26151730460692,48.0
607,418,409,-87.5949826277,41.8169422612,-87.5889515918,41.8108683907,52.7651845060738,53.0
608,430,418,-87.6005130315,41.8252809001,-87.5949826277,41.8169422612,53.705707082282835,54.0
609,417,430,-87.6087241173,41.838562315,-87.6005130315,41.8252809001,49.79956451982581,54.0
610,229,417,-87.6126395686,41.8489774904,-87.6087241173,41.838562315,54.424593169837266,55.0
611,230,229,-87.6166024014,41.8579616159,-87.6126395686,41.8489774904,50.96997478798991,54.0
612,508,230,-87.6194490966,41.8675066759,-87.6166024014,41.8579616159,42.481893192757276,47.0
615,276,76,-87.6174880708,41.8809176639,-87.6175220168,41.8783746671,36.45118038047215,38.0
615_1,76,428,-87.6175220168,41.8783746671,-87.6172893969,41.8732685796,36.45118038047215,38.0
616,364,276,-87.6141227919,41.8844211471,-87.6174880708,41.8809176639,38.79498051799221,41.0
618,22,364,-87.6141374654,41.8875754735,-87.6141227919,41.8844211471,38.57517763007105,42.0
618_1,516,22,-87.6144348553,41.8921465775,-87.6141374654,41.8875754735,38.57517763007105,42.0
620,234,15,-87.6197096297,41.9009799095,-87.6172174757,41.8968836203,35.051340820536325,36.58730159
620_1,15,516,-87.6172174757,41.8968836203,-87.6144348553,41.8921465775,35.051340820536325,36.58730159
621,332,234,-87.6244709902,41.903997199,-87.6197096297,41.9009799095,33.83818473527435,38.0
622,441,332,-87.6263423701,41.912127877,-87.6244709902,41.903997199,41.83039193215677,45.0
623,460,306,-87.7461005015,41.9096272103,-87.7461125218,41.9169310516,24.156887462754984,24.09090909
624,306,307,-87.7461125218,41.9169310516,-87.746268568,41.9242313603,21.566238826495532,22.0
625,307,166,-87.746268568,41.9242313603,-87.7465919041,41.9315324996,22.533692413476967,23.0
626,166,163,-87.7465919041,41.9315324996,-87.7468782505,41.9388195735,22.01673160669264,22.0
627,163,164,-87.7468782505,41.9388195735,-87.7470530007,41.9461199479,24.36660554664222,25.0
628,164,517,-87.7470530007,41.9461199479,-87.7473099291,41.9534108156,20.269310107724042,21.0
629,517,11,-87.7473099291,41.9534108156,-87.7475744571,41.9622563669,26.256704102681642,26.5
632,289,425,-87.7417822019,41.761899065,-87.7413788983,41.7491988649,27.43937657575063,28.0
633,320,289,-87.7420496526,41.7711263757,-87.7417822019,41.761899065,29.410726564290627,30.0
634,134,320,-87.7422979296,41.778410691,-87.7420496526,41.7711263757,26.458056383222555,27.0
635,135,134,-87.741409301,41.7843180193,-87.7422979296,41.778410691,29.196653678661473,31.0
636,479,135,-87.7419814392,41.7930335549,-87.741409301,41.7843180193,36.06990602796241,36.625
637,513,479,-87.742901795,41.7992986213,-87.7419814392,41.7930335549,27.662502865001144,28.0
638,365,513,-87.7431423829,41.8076275546,-87.742901795,41.7992986213,27.30563832225533,27.0
639,383,365,-87.7433350339,41.8149309658,-87.7431423829,41.8076275546,24.030483612193446,24.45454545
640,144,383,-87.7435684203,41.8220945568,-87.7433350339,41.8149309658,23.336121934448773,23.0
641,154,470,-87.7449909945,41.8731392068,-87.7447718015,41.8659427313,23.37840935136374,24.5
642,434,154,-87.7452483261,41.8811648046,-87.7449909945,41.8731392068,21.11104744441898,21.0
643,262,434,-87.7455239656,41.8879214504,-87.7452483261,41.8811648046,19.904079761631905,20.0
644,249,262,-87.7458120854,41.8949865388,-87.7455239656,41.8879214504,23.887577355030942,24.0
645,248,249,-87.7459861427,41.9023424796,-87.7458120854,41.8949865388,22.781801512720605,23.0
646,460,248,-87.7461005015,41.9096272103,-87.7459861427,41.9023424796,23.93731377492551,24.0
647,306,460,-87.7461125218,41.9169310516,-87.7461005015,41.9096272103,23.285124914049966,23.5
648,307,306,-87.746268568,41.9242313603,-87.7461125218,41.9169310516,21.287646115058447,21.8
649,166,307,-87.7465919041,41.9315324996,-87.746268568,41.9242313603,21.11803804721522,21.5
650,163,166,-87.7468782505,41.9388195735,-87.7465919041,41.9315324996,23.657345862937657,24.0
651,164,163,-87.7470530007,41.9461199479,-87.7468782505,41.9388195735,23.06062342424937,23.66666667
652,517,164,-87.7473099291,41.9534108156,-87.7470530007,41.9461199479,21.486133394453358,21.81818182
653,11,517,-87.7475744571,41.9622563669,-87.7473099291,41.9534108156,23.920009168003666,25.0
656,528,515,-87.6276035305,41.8747783767,-87.6244041776,41.8757599268,18.988883795553978,20.0
660,515,528,-87.6244041776,41.8757599268,-87.6276035305,41.8747783767,14.825120330048362,14.0
670,96,8,-87.8366767794,41.966603316,-87.8365811141,41.984219852,28.61975704790282,31.0
673,8,96,-87.8365811141,41.984219852,-87.8366767794,41.966603316,18.892848957139584,17.0
674,87,97,-87.6304136289,41.8382413967,-87.6311072214,41.8455551655,16.0,16.0
679,13,530,-87.6444303335,41.8890264679,-87.643519586,41.8827220858,20.11815264726106,20.96296296
680,530,443,-87.643519586,41.8827220858,-87.6432556495,41.877997169,17.28645758261517,16.91348089
680_1,443,452,-87.6432556495,41.877997169,-87.6431433136,41.8743749911,17.28645758261517,16.91348089
683,454,187,-87.6141238209,41.7218705184,-87.614372813,41.7291912437,25.668462067385516,26.0
684,187,514,-87.614372813,41.7291912437,-87.6145095268,41.7365017057,25.38104515241806,25.33333333
685,514,342,-87.6145095268,41.7365017057,-87.6147425866,41.7438102497,24.899037359614944,25.0
686,342,464,-87.6147425866,41.7438102497,-87.6149529585,41.7511357532,23.860531744212697,24.0
687,464,378,-87.6149529585,41.7511357532,-87.6150794658,41.7584040723,23.745014898005273,24.34782609
688,378,233,-87.6150794658,41.7584040723,-87.6152977795,41.7657137019,22.38264955305982,23.0
689,233,232,-87.6152977795,41.7657137019,-87.6154170099,41.7729479292,20.17121246848499,20.0
690,232,340,-87.6154170099,41.7729479292,-87.6156362223,41.7801827226,21.973183589273436,22.0
691,340,197,-87.6156362223,41.7801827226,-87.6158210351,41.787517055,20.94785697914279,21.0
692,197,389,-87.6158210351,41.787517055,-87.6159777837,41.7947387514,24.06898922759569,24.0
693,389,361,-87.6159777837,41.7947387514,-87.6161582487,41.8021107675,24.228741691496676,24.0
694,361,411,-87.6161582487,41.8021107675,-87.6165776931,41.8093860217,23.359729543891817,23.0
695,411,316,-87.6165776931,41.8093860217,-87.6167827805,41.8166356389,24.641531056612422,25.0
696,316,478,-87.6167827805,41.8166356389,-87.6169934917,41.8239021825,20.44235617694247,20.0
697,478,247,-87.6169934917,41.8239021825,-87.6171536961,41.8311019192,24.75876690350676,25.0
698,247,451,-87.6171536961,41.8311019192,-87.6173497409,41.8384193074,21.605775842310337,21.0
699,451,224,-87.6173497409,41.8384193074,-87.6174756067,41.845698566,22.508595003438,21.91304348
700,224,252,-87.6174756067,41.845698566,-87.6183296049,41.8493446276,20.410497364198946,21.0
702,187,454,-87.614372813,41.7291912437,-87.6141238209,41.7218705184,26.48590419436214,26.76923077
703,514,187,-87.6145095268,41.7365017057,-87.614372813,41.7291912437,23.657918863167545,23.57142857
704,342,514,-87.6147425866,41.7438102497,-87.6145095268,41.7365017057,26.331996332798532,26.33333333
705,464,342,-87.6149529585,41.7511357532,-87.6147425866,41.7438102497,23.723699289480404,23.57142857
706,378,464,-87.6150794658,41.7584040723,-87.6149529585,41.7511357532,25.59912903965093,26.0
707,233,378,-87.6152977795,41.7657137019,-87.6150794658,41.7584040723,23.82076552830621,24.0
708,232,233,-87.6154170099,41.7729479292,-87.6152977795,41.7657137019,24.36809534723814,24.33333333
709,340,232,-87.6156362223,41.7801827226,-87.6154170099,41.7729479292,21.543204217281225,21.0
710,197,340,-87.6158210351,41.787517055,-87.6156362223,41.7801827226,20.18462067384827,20.0
711,389,197,-87.6159777837,41.7947387514,-87.6158210351,41.787517055,25.209259683702957,25.0
712,361,389,-87.6161582487,41.8021107675,-87.6159777837,41.7947387514,23.896630758652304,24.0
713,411,361,-87.6165776931,41.8093860217,-87.6161582487,41.8021107675,25.32878753151501,25.0
714,316,411,-87.6167827805,41.8166356389,-87.6165776931,41.8093860217,24.920811368325236,25.0
715,478,316,-87.6169934917,41.8239021825,-87.6167827805,41.8166356389,22.30781572312629,21.0
716,247,478,-87.6171536961,41.8311019192,-87.6169934917,41.8239021825,23.513064405225762,23.5
717,451,247,-87.6173497409,41.8384193074,-87.6171536961,41.8311019192,22.68714187485675,22.0
718,224,451,-87.6174756067,41.845698566,-87.6173497409,41.8384193074,22.346665138666054,21.92
719,252,224,-87.6183296049,41.8493446276,-87.6174756067,41.845698566,21.805982122390557,21.0
721,431,455,-87.6621543435,41.9107405789,-87.6681159637,41.9185851557,30.55810222324089,31.0
737,214,213,-87.7004065797,41.9247906731,-87.7122499199,41.9319521753,20.976277790511116,21.0
738,213,270,-87.7122499199,41.9319521753,-87.7239503374,41.9391415298,19.535984414393766,20.0
739,270,444,-87.7239503374,41.9391415298,-87.7273128567,41.9411532354,20.73565589426312,20.46666667
739_1,444,136,-87.7273128567,41.9411532354,-87.7356269436,41.9462441211,20.73565589426312,20.46666667
752,106,216,-87.5352755345,41.7128129418,-87.5352351372,41.7213273835,30.79655334956452,31.0
753,216,90,-87.5352351372,41.7213273835,-87.5365426229,41.7229408788,23.268622507449003,25.0
755,216,106,-87.5352351372,41.7213273835,-87.5352755345,41.7128129418,24.07941783176713,24.0
756,90,216,-87.5365426229,41.7229408788,-87.5352351372,41.7213273835,25.0,25.0
757,534,531,-87.6280830338,41.8920739437,-87.6325820556,41.8921566547,16.295782718319046,16.26315789
758,537,534,-87.6241788145,41.8922146656,-87.6280830338,41.8920739437,15.855145542058905,16.0
759,536,537,-87.62025391,41.8920564053,-87.6241788145,41.8922146656,18.935938574376117,19.0
760,516,536,-87.6144348553,41.8921465775,-87.62025391,41.8920564053,20.595232638093055,20.0
762,65,130,-87.8009166419,41.7772854536,-87.8012161566,41.7846884337,30.850446940178777,31.0
763,130,450,-87.8012161566,41.7846884337,-87.8015483514,41.7919646845,27.757162502865,28.02898551
765,415,146,-87.8057322715,41.9088702382,-87.8059915048,41.9161697835,19.948315379323173,21.0
766,146,147,-87.8059915048,41.9161697835,-87.8062449176,41.92399273,20.202269080907634,20.0
767,147,198,-87.8062449176,41.92399273,-87.8064692472,41.9308130241,20.68152647261059,20.60869565
768,198,410,-87.8064692472,41.9308130241,-87.8067281063,41.9379881154,22.0506532202606,22.0
769,410,354,-87.8067281063,41.9379881154,-87.8070048756,41.9452638113,22.842883337153335,23.0
770,354,522,-87.8070048756,41.9452638113,-87.8072958873,41.9530500128,19.023607609443044,19.33333333
771,266,265,-87.8071580358,41.9683020657,-87.8070182181,41.9754672964,26.268049507219803,27.0
772,136,517,-87.7356269436,41.9462441211,-87.7473099291,41.9534108156,24.321071128427686,24.23076923
773,517,175,-87.7473099291,41.9534108156,-87.7544891953,41.9606333761,23.110760944304378,24.0
774,384,200,-87.7508948881,41.9902248879,-87.7483259018,41.989899517,23.669264267705707,25.0
775,200,199,-87.7483259018,41.989899517,-87.7383852616,41.9900106267,24.472610589044237,24.5
776,199,420,-87.7383852616,41.9900106267,-87.7286003996,41.9898026783,26.57643823057529,26.75
777,420,192,-87.7286003996,41.9898026783,-87.7188688921,41.9902531777,27.219802887921155,27.0
778,192,193,-87.7188688921,41.9902531777,-87.7111101202,41.9903823539,24.01719000687096,24.5
779,193,300,-87.7111101202,41.9903823539,-87.6993987921,41.9904379546,21.8259225303697,23.0
780,300,427,-87.6993987921,41.9904379546,-87.6896878167,41.9904812394,20.447398578958744,20.34210526
781,427,399,-87.6896878167,41.9904812394,-87.6798591718,41.9906874238,24.462296584918633,25.0
782,399,141,-87.6798591718,41.9906874238,-87.6721464865,41.9907800358,19.67854687141875,19.91891892
783,200,384,-87.7483259018,41.989899517,-87.7508948881,41.9902248879,28.110016044006418,28.0
784,199,200,-87.7383852616,41.9900106267,-87.7483259018,41.989899517,24.420696768278706,25.0
785,420,199,-87.7286003996,41.9898026783,-87.7383852616,41.9900106267,25.149782259912904,25.66666667
786,192,420,-87.7188688921,41.9902531777,-87.7286003996,41.9898026783,24.674192069676828,27.0
787,193,192,-87.7111101202,41.9903823539,-87.7188688921,41.9902531777,23.94315837726335,25.0
788,300,193,-87.6993987921,41.9904379546,-87.7111101202,41.9903823539,21.174765069906027,21.22580645
789,427,300,-87.6896878167,41.9904812394,-87.6993987921,41.9904379546,22.400756360302545,22.73529412
790,399,427,-87.6798591718,41.9906874238,-87.6896878167,41.9904812394,23.964703185881273,25.0
791,141,399,-87.6721464865,41.9907800358,-87.6798591718,41.9906874238,19.686798074717167,19.86666667
792,141,510,-87.6721464865,41.9907800358,-87.669909507,41.9894761112,22.506417602566124,23.0
792_1,510,108,-87.669909507,41.9894761112,-87.6624050684,41.9850428927,22.506417602566124,23.0
793,108,107,-87.6624050684,41.9850428927,-87.6535479209,41.9854755787,20.01547100618726,21.0
795,108,510,-87.6624050684,41.9850428927,-87.669909507,41.9894761112,22.035984414393766,22.21621622
795_1,510,141,-87.669909507,41.9894761112,-87.6721464865,41.9907800358,22.035984414393766,22.21621622
796,273,465,-87.587375,41.6925060918,-87.5851206518,41.7223448274,46.86018794407518,49.0
797,465,362,-87.5851206518,41.7223448274,-87.5852526364,41.7296123655,29.19997707999083,29.0
798,362,499,-87.5852526364,41.7296123655,-87.5855291629,41.7369140554,27.022805409121478,27.5
799,499,360,-87.5855291629,41.7369140554,-87.5855908847,41.7442174086,29.142677057070824,30.125
800,360,405,-87.5855908847,41.7442174086,-87.5857798097,41.7514866523,28.61322484528994,30.0
801,405,301,-87.5857798097,41.7514866523,-87.5859296609,41.7587843899,26.354114141645656,27.0
802,301,386,-87.5859296609,41.7587843899,-87.5860988881,41.7660866339,22.842997937199176,23.0
803,386,335,-87.5860988881,41.7660866339,-87.5862177589,41.7733510403,26.6268622507449,27.23529412
804,335,284,-87.5862177589,41.7733510403,-87.5864378217,41.7806535961,22.337840935136374,23.0
805,284,174,-87.5864378217,41.7806535961,-87.5866587965,41.7878807986,27.665482466192987,28.0
806,174,173,-87.5866587965,41.7878807986,-87.5867338112,41.7915612996,25.997249598899838,27.0
807,465,273,-87.5851206518,41.7223448274,-87.587375,41.6925060918,49.54755901902361,51.0
808,362,465,-87.5852526364,41.7296123655,-87.5851206518,41.7223448274,25.48475819390328,26.0
809,499,362,-87.5855291629,41.7369140554,-87.5852526364,41.7296123655,27.61333944533578,28.6
810,360,499,-87.5855908847,41.7442174086,-87.5855291629,41.7369140554,28.54973641989457,30.0
811,405,360,-87.5857798097,41.7514866523,-87.5855908847,41.7442174086,30.086465734586294,30.0
812,301,405,-87.5859296609,41.7587843899,-87.5857798097,41.7514866523,25.155397662159064,25.5
813,386,301,-87.5860988881,41.7660866339,-87.5859296609,41.7587843899,23.00034380013752,23.0
814,335,386,-87.5862177589,41.7733510403,-87.5860988881,41.7660866339,23.006532202612195,23.0
815,284,335,-87.5864378217,41.7806535961,-87.5862177589,41.7733510403,19.987508595003437,20.0
816,174,284,-87.5866587965,41.7878807986,-87.5864378217,41.7806535961,28.090877836351133,28.75
817,173,174,-87.5867338112,41.7915612996,-87.5866587965,41.7878807986,24.4919779967912,24.5
821,109,341,-87.5594622731,41.6919408775,-87.559574718,41.7009764643,33.06303002521201,33.0
822,341,280,-87.559574718,41.7009764643,-87.5596656455,41.7081679762,24.226564290626403,25.0
823,280,114,-87.5596656455,41.7081679762,-87.5597753832,41.7154054717,28.68943387577355,29.0
824,175,521,-87.7544891953,41.9606333761,-87.7612773057,41.9684282231,25.463900985560393,26.0
825,521,246,-87.7612773057,41.9684282231,-87.7677385205,41.9756551499,25.11952784781114,26.0
826,246,245,-87.7677385205,41.9756551499,-87.7743631487,41.9829159236,23.580678432271373,25.0
827,245,326,-87.7743631487,41.9829159236,-87.7810345492,41.9901955144,28.026014210405684,28.0
828,265,440,-87.8070182181,41.9754672964,-87.8069018047,41.9819801971,25.699480479791426,25.66666667
829,440,285,-87.8069018047,41.9819801971,-87.8068799715,41.9899791066,23.959316983726794,24.0
830,285,168,-87.8068799715,41.9899791066,-87.8067970161,41.9977752778,23.566468026587213,23.89801085
831,168,167,-87.8067970161,41.9977752778,-87.8067044083,42.0044655774,24.0,24.0
832,167,397,-87.8067044083,42.0044655774,-87.8065725496,42.0116985601,36.0,36.0
834,130,65,-87.8012161566,41.7846884337,-87.8009166419,41.7772854536,29.70505768202384,30.0
835,450,130,-87.8015483514,41.7919646845,-87.8012161566,41.7846884337,27.323248529298645,28.5
837,146,415,-87.8059915048,41.9161697835,-87.8057322715,41.9088702382,22.36809534723814,23.0
838,147,146,-87.8062449176,41.92399273,-87.8059915048,41.9161697835,21.9816639926656,22.5
839,198,147,-87.8064692472,41.9308130241,-87.8062449176,41.92399273,19.185537474216364,19.33333333
840,410,198,-87.8067281063,41.9379881154,-87.8064692472,41.9308130241,22.63511345404538,22.65217391
841,354,410,-87.8070048756,41.9452638113,-87.8067281063,41.9379881154,21.074146229658492,22.0
842,522,354,-87.8072958873,41.9530500128,-87.8070048756,41.9452638113,21.708572083428834,22.0
843,265,266,-87.8070182181,41.9754672964,-87.8071580358,41.9683020657,23.00320880128352,23.5
844,440,265,-87.8069018047,41.9819801971,-87.8070182181,41.9754672964,22.532775613110246,23.0
845,285,440,-87.8068799715,41.9899791066,-87.8069018047,41.9819801971,26.85365574146161,27.0
846,168,285,-87.8067970161,41.9977752778,-87.8068799715,41.9899791066,27.88844831537933,28.86206897
847,167,168,-87.8067044083,42.0044655774,-87.8067970161,41.9977752778,20.77836351134678,19.0
848,397,167,-87.8065725496,42.0116985601,-87.8067044083,42.0044655774,24.266903506761402,24.0
850,440,283,-87.8069018047,41.9819801971,-87.7964589041,41.9788686125,27.357552143020857,27.5
851,283,381,-87.7964589041,41.9788686125,-87.7878578422,41.9762582333,26.232752693101077,26.5
852,381,380,-87.7878578422,41.9762582333,-87.7782361969,41.9731910875,25.169837267934906,25.5
853,380,400,-87.7782361969,41.9731910875,-87.7675621377,41.9703337385,24.863740545496217,25.0
854,400,521,-87.7675621377,41.9703337385,-87.7612773057,41.9684282231,20.80850332340133,24.0
856,283,440,-87.7964589041,41.9788686125,-87.8069018047,41.9819801971,27.023263809305522,27.0
857,381,283,-87.7878578422,41.9762582333,-87.7964589041,41.9788686125,26.12376804950722,26.10810811
858,380,381,-87.7782361969,41.9731910875,-87.7878578422,41.9762582333,24.56406142562457,25.0
859,400,380,-87.7675621377,41.9703337385,-87.7782361969,41.9731910875,25.37760715104286,25.0
860,521,400,-87.7612773057,41.9684282231,-87.7675621377,41.9703337385,18.1062342424937,18.0
861,531,534,-87.6325820556,41.8921566547,-87.6280830338,41.8920739437,16.955764382305752,18.2
862,534,537,-87.6280830338,41.8920739437,-87.6241788145,41.8922146656,20.215448086179233,20.0
863,537,536,-87.6241788145,41.8922146656,-87.62025391,41.8920564053,20.20731148292459,20.0
864,536,516,-87.62025391,41.8920564053,-87.6144348553,41.8921465775,18.67121246848499,18.0
866,452,443,-87.6431433136,41.8743749911,-87.6432556495,41.877997169,21.338299335319736,23.0
866_1,443,530,-87.6432556495,41.877997169,-87.643519586,41.8827220858,21.338299335319736,23.0
871,483,531,-87.6324846692,41.8869300529,-87.6325820556,41.8921566547,18.591680036672013,19.0
872,531,488,-87.6325820556,41.8921566547,-87.6327137587,41.8966135008,17.375544350216824,17.88841202
873,488,212,-87.6327137587,41.8966135008,-87.6329160039,41.9038829182,20.733784093513638,21.0
874,212,535,-87.6329160039,41.9038829182,-87.6326551935,41.9125081233,22.028650011460005,23.0
877,535,441,-87.6326551935,41.9125081233,-87.6263423701,41.912127877,21.338643135457254,20.0
878,531,483,-87.6325820556,41.8921566547,-87.6324846692,41.8869300529,17.193903277563834,17.42608696
879,488,531,-87.6327137587,41.8966135008,-87.6325820556,41.8921566547,18.695622278248912,18.74222222
880,212,488,-87.6329160039,41.9038829182,-87.6327137587,41.8966135008,21.036557414622965,22.21319797
881,535,212,-87.6326551935,41.9125081233,-87.6329160039,41.9038829182,22.630644052257622,23.33333333
884,441,535,-87.6263423701,41.912127877,-87.6326551935,41.9125081233,22.652303460921384,20.28571429
886,275,312,-87.5803012154,41.7924178277,-87.5791916234,41.7952192481,27.580563832225533,27.0
887,312,313,-87.5791916234,41.7952192481,-87.5815751194,41.8027393099,49.89181755672702,50.0
888,313,409,-87.5815751194,41.8027393099,-87.5889515918,41.8108683907,48.6239972495989,48.0
889,274,441,-87.6312101638,41.9260838613,-87.6263423701,41.912127877,48.18060967224387,51.0
890,272,274,-87.6320383197,41.9334267489,-87.6312101638,41.9260838613,41.46665138666055,40.0
891,271,272,-87.6384061142,41.9403852584,-87.6320383197,41.9334267489,46.86385514554206,49.0
892,375,271,-87.6433589442,41.948649712,-87.6384061142,41.9403852584,44.1171212468485,45.0
893,426,375,-87.644666137,41.9546745987,-87.6433589442,41.948649712,39.109099243638774,43.0
894,217,426,-87.6462620587,41.9620071198,-87.644666137,41.9546745987,44.732981893192985,46.0
895,239,217,-87.6479690653,41.9694048948,-87.6462620587,41.9620071198,46.095920238368095,47.0
896,111,239,-87.6504669075,41.9765955945,-87.6479690653,41.9694048948,41.72079608831767,44.0
898,16,228,-87.6234947915,41.8384276453,-87.62367243,41.84564219,25.88322255328902,26.0
899,228,471,-87.62367243,41.84564219,-87.62383363,41.8528414365,23.227824891129956,23.0
900,471,393,-87.62383363,41.8528414365,-87.62400822,41.860205,22.392046756818704,22.0
903,393,446,-87.62400822,41.860205,-87.6241793666,41.8674824582,21.200320880128352,20.0
904,446,445,-87.6241793666,41.8674824582,-87.6243053944,41.8731441384,21.953701581480633,21.0
904_1,445,515,-87.6243053944,41.8731441384,-87.6244041776,41.8757599268,21.953701581480633,21.0
907,515,518,-87.6244041776,41.8757599268,-87.6245058785,41.8838163271,18.33027733211093,16.0
908,518,525,-87.6245058785,41.8838163271,-87.6243932845,41.8881201104,17.704331881732752,17.0
908_1,525,537,-87.6243932845,41.8881201104,-87.6241788145,41.8922146656,17.704331881732752,17.0
911,435,10,-87.6242079756,41.8967854548,-87.624172135,41.90082865,16.836465734585605,16.0
911_1,537,435,-87.6241788145,41.8922146656,-87.6242079756,41.8967854548,16.836465734585605,16.0
912,228,16,-87.62367243,41.84564219,-87.6234947915,41.8384276453,22.596034838413935,22.33333333
913,471,228,-87.62383363,41.8528414365,-87.62367243,41.84564219,22.433073573230118,23.0
914,393,471,-87.62400822,41.860205,-87.62383363,41.8528414365,21.277446710978683,20.0
917,446,393,-87.6241793666,41.8674824582,-87.62400822,41.860205,21.602337840935135,21.0
918,515,445,-87.6244041776,41.8757599268,-87.6243053944,41.8731441384,22.32317212926885,22.0
918_1,445,446,-87.6243053944,41.8731441384,-87.6241793666,41.8674824582,22.32317212926885,22.0
921,518,6,-87.6245058785,41.8838163271,-87.6244619625,41.8782774889,17.86878294751318,16.0
921_1,6,515,-87.6244619625,41.8782774889,-87.6244041776,41.8757599268,17.86878294751318,16.0
922,525,518,-87.6243932845,41.8881201104,-87.6245058785,41.8838163271,17.32133852853541,16.0
922_1,537,525,-87.6241788145,41.8922146656,-87.6243932845,41.8881201104,17.32133852853541,16.0
925,10,435,-87.624172135,41.90082865,-87.6242079756,41.8967854548,16.26827870731217,15.0
925_1,435,537,-87.6242079756,41.8967854548,-87.6241788145,41.8922146656,16.26827870731217,15.0
926,13,532,-87.6444303335,41.8890264679,-87.6478923006,41.8916594147,26.12777905111162,25.5
926_1,532,407,-87.6478923006,41.8916594147,-87.6553853099,41.8962590126,26.12777905111162,25.5
927,407,511,-87.6553853099,41.8962590126,-87.6671855677,41.9038371343,24.277102910841624,24.66666667
928,511,482,-87.6671855677,41.9038371343,-87.6775426805,41.9104746615,18.189319275727936,18.0
929,482,520,-87.6775426805,41.9104746615,-87.6878706559,41.9171295942,20.664221865688745,20.46666667
930,520,214,-87.6878706559,41.9171295942,-87.7004065797,41.9247906731,20.293490717396057,20.0
931,326,18,-87.7810345492,41.9901955144,-87.7831245878,41.9926599841,27.393536557414624,27.0
931_1,18,291,-87.7831245878,41.9926599841,-87.7878903165,41.9973521769,27.393536557414624,27.0
932,291,292,-87.7878903165,41.9973521769,-87.8012417611,42.0119827303,21.457712583085033,21.0
933,407,532,-87.6553853099,41.8962590126,-87.6478923006,41.8916594147,25.33062113224799,25.875
933_1,532,13,-87.6478923006,41.8916594147,-87.6444303335,41.8890264679,25.33062113224799,25.875
934,511,407,-87.6671855677,41.9038371343,-87.6553853099,41.8962590126,24.790740316296127,25.0
935,482,511,-87.6775426805,41.9104746615,-87.6671855677,41.9038371343,18.47876079150355,18.0
936,520,482,-87.6878706559,41.9171295942,-87.6775426805,41.9104746615,19.81526472610589,20.0
937,214,520,-87.7004065797,41.9247906731,-87.6878706559,41.9171295942,18.982236992894798,18.5862069
938,213,214,-87.7122499199,41.9319521753,-87.7004065797,41.9247906731,22.112881045152417,23.0
939,270,213,-87.7239503374,41.9391415298,-87.7122499199,41.9319521753,18.67831767132707,18.25
940,136,444,-87.7356269436,41.9462441211,-87.7273128567,41.9411532354,21.74501489800596,21.92857143
940_1,444,270,-87.7273128567,41.9411532354,-87.7239503374,41.9391415298,21.74501489800596,21.92857143
941,517,136,-87.7473099291,41.9534108156,-87.7356269436,41.9462441211,25.441668576667432,25.66666667
942,175,517,-87.7544891953,41.9606333761,-87.7473099291,41.9534108156,20.527160210864086,21.10344828
943,521,175,-87.7612773057,41.9684282231,-87.7544891953,41.9606333761,24.653793261517304,25.0
