1,489,338,-87.7231842393,41.7932048804,-87.7136058279,41.7932777583,23.33348613339445,24.0,0.7961835738083679
2,338,288,-87.7136058279,41.7932777583,-87.703554078,41.793513908,20.5646344258524,21.0,0.8358951795699869
3,288,204,-87.703554078,41.793513908,-87.6937979381,41.7936908091,23.32030712812285,23.6,0.8111483904517832
4,204,472,-87.6937979381,41.7936908091,-87.6840417707,41.7938765823,23.1119642447857,23.0,0.8111728583483844
5,472,148,-87.6840417707,41.7938765823,-87.6743005662,41.7939163166,28.56749942699977,29.0,0.8096773141084477
6,148,498,-87.6743005662,41.7939163166,-87.6645818143,41.7940243631,22.23619069447628,22.5,0.8078872889372603
7,498,257,-87.6645818143,41.7940243631,-87.6548742481,41.7941718792,24.02486820994728,24.0,0.8070331608106954
8,257,494,-87.6548742481,41.7941718792,-87.645160181,41.7943014258,21.902589961035986,22.0,0.807533620853608
9,494,268,-87.645160181,41.7943014258,-87.6311268155,41.7945346537,27.08950263580105,27.66666667,1.166697455846405
10,268,388,-87.6311268155,41.7945346537,-87.6257010468,41.7946431868,21.98086179234472,23.0,0.4511329629760751
11,388,389,-87.6257010468,41.7946431868,-87.6159777837,41.7947387514,22.26598670639468,23.0,0.8082337603085284
12,414,450,-87.7915759421,41.7921561784,-87.8015483514,41.7919646845,27.512720605089616,28.5,0.8291789519638515
13,413,414,-87.7817994463,41.7923206863,-87.7915759421,41.7921561784,27.04985101994041,27.5,0.8128249497397705
14,493,0,-87.7720738732,41.7933737658,-87.77935,41.7924861906,24.545381618152646,27.0,0.6127650974682672
15,132,493,-87.76223503,41.79264249,-87.7720738732,41.7933737658,27.56520742608343,27.0,0.8218156277338995
16,133,132,-87.7525074215,41.7928878304,-87.76223503,41.79264249,27.56520742608343,27.0,0.8090084936045203
17,479,133,-87.7419814392,41.7930335549,-87.7525074215,41.7928878304,29.530712812285124,30.0,0.8750565391951318
19,299,319,-87.7203072881,41.6913159037,-87.7206780816,41.698563071,29.87921155168462,30.0,0.8055153806490754
20,319,355,-87.7206780816,41.698563071,-87.7209583305,41.7059038427,26.11941324776529,26.0,0.8156548250606572
21,355,396,-87.7209583305,41.7059038427,-87.7211753777,41.7131728072,27.71097868439148,27.15,0.8075488441190918
22,396,422,-87.7211753777,41.7131728072,-87.7213758725,41.7205363916,26.826037130414853,27.0,0.8180272036867896
23,422,138,-87.7213758725,41.7205363916,-87.7217672671,41.7279259853,27.6262892505157,27.0,0.8213927576550493
24,138,467,-87.7217672671,41.7279259853,-87.7214672168,41.7348569432,31.22117808847124,31.0,0.7702127810911131
25,467,339,-87.7214672168,41.7348569432,-87.7217297573,41.7421800119,23.45484758193903,23.0,0.813653303399084
26,339,466,-87.7217297573,41.7421800119,-87.7219239835,41.7495525981,24.93089617235778,25.0,0.8190203497961709
27,466,137,-87.7219239835,41.7495525981,-87.7224225784,41.7641012309,28.406715562686227,29.0,1.616427697688604
28,137,118,-87.7224225784,41.7641012309,-87.7226265936,41.7713749274,21.65711666284735,22.0,0.8080586542308117
29,118,119,-87.7226265936,41.7713749274,-87.7228106739,41.7786592102,24.167201466880588,24.61904762,0.8092021466941166
30,119,311,-87.7228106739,41.7786592102,-87.7230120465,41.7859375521,24.81320192528077,25.0,0.8085718962896209
31,311,489,-87.7230120465,41.7859375521,-87.7231842393,41.7932048804,23.34196653678661,24.0,0.8073032287570182
32,489,485,-87.7231842393,41.7932048804,-87.7234813825,41.802319903,22.06979142791657,22.70588235,1.012700884203701
33,485,184,-87.7234813825,41.802319903,-87.7236331985,41.8078845965,22.087783635113453,22.86956522,0.6181964809336588
34,184,183,-87.7236331985,41.8078845965,-87.7239126305,41.8151964653,25.293261517304607,25.66666667,0.8124583908355352
35,183,267,-87.7239126305,41.8151964653,-87.7241023179,41.8229917212,26.279394911757965,27.0,0.8659607224164807
36,267,261,-87.7241023179,41.8229917212,-87.7244169525,41.8368832391,30.48028879211552,31.0,1.5431520116919712
37,261,260,-87.7244169525,41.8368832391,-87.7246042169,41.844256132,21.43318817327527,22.0,0.8190562993823846
38,260,473,-87.7246042169,41.844256132,-87.7248323347,41.851569942,20.05386202154481,20.0,0.8125681727844066
39,473,258,-87.7248323347,41.851569942,-87.7250059157,41.8588692972,23.30552372220949,23.0,0.8108709541064132
40,258,474,-87.7250059157,41.8588692972,-87.7251959198,41.8661726153,21.399381159752465,21.0,0.8113374198348754
41,474,153,-87.7251959198,41.8661726153,-87.7255338018,41.8752773266,21.628352051340133,21.0,1.0116562843339434
42,153,447,-87.7255338018,41.8752773266,-87.7257432412,41.881963822,18.21945908778364,18.0,0.74287869890144
43,447,327,-87.7257432412,41.881963822,-87.7258468072,41.885467797,22.06818702727481,23.0,0.389285019350701
44,327,328,-87.7258468072,41.885467797,-87.7261375752,41.8953686205,23.78902131560853,24.0,1.0999606528311472
45,328,196,-87.7261375752,41.8953686205,-87.726353889,41.9026724244,20.416341966536788,21.0,0.811441726140375
46,196,195,-87.726353889,41.9026724244,-87.7264496219,41.9061569986,18.25991290396448,18.0,0.3871181370841104
47,195,484,-87.7264496219,41.9061569986,-87.7263519649,41.9098871747,20.19688287875315,20.0,0.41439546866583926
48,484,254,-87.7263519649,41.9098871747,-87.7266098963,41.9171671261,21.8611047444419,22.0,0.8088789832735834
49,254,255,-87.7266098963,41.9171671261,-87.7268196342,41.9244849256,20.22576209030392,20.0,0.8129869612502441
50,255,352,-87.7268196342,41.9244849256,-87.727029749,41.9317913323,21.658148063259222,21.66666667,0.8117234981899424
51,352,444,-87.727029749,41.9317913323,-87.7273128567,41.9411532354,20.259339903735963,20.0,1.0401108068285942
52,444,481,-87.7273128567,41.9411532354,-87.7276488336,41.9536482728,24.30472152188861,25.0,1.3881316540313493
53,481,457,-87.7276488336,41.9536482728,-87.7278400971,41.9596397447,23.42539537015815,23.66666667,0.665676306318538
54,457,131,-87.7278400971,41.9596397447,-87.728081827,41.9682432719,20.996561998625943,21.0,0.9558260719268128
55,131,221,-87.728081827,41.9682432719,-87.728284506,41.9755329771,21.33818473527389,21.0,0.8098617741930546
56,221,376,-87.728284506,41.9755329771,-87.7285010089,41.9828324978,31.73664909465964,31.75,0.8109773084396954
57,376,420,-87.7285010089,41.9828324978,-87.7286003996,41.9898026783,26.354114141645656,27.0,0.7742427937629021
59,319,299,-87.7206780816,41.698563071,-87.7203072881,41.6913159037,32.976736190694474,33.0,0.8055153806490754
60,355,319,-87.7209583305,41.7059038427,-87.7206780816,41.698563071,29.019940407976165,29.2,0.8156548250606572
61,396,355,-87.7211753777,41.7131728072,-87.7209583305,41.7059038427,30.200320880128352,30.5,0.8075488441190918
62,422,396,-87.7213758725,41.7205363916,-87.7211753777,41.7131728072,27.9472839789136,28.0,0.8180272036867896
63,138,422,-87.7217672671,41.7279259853,-87.7213758725,41.7205363916,29.75051570020628,30.25,0.8213927576550493
64,467,138,-87.7214672168,41.7348569432,-87.7217672671,41.7279259853,30.675108870043548,31.25,0.7702127810911131
65,339,467,-87.7217297573,41.7421800119,-87.7214672168,41.7348569432,23.58205363282145,23.61538462,0.813653303399084
66,466,339,-87.7219239835,41.7495525981,-87.7217297573,41.7421800119,25.84998853999541,26.0,0.8190203497961709
67,137,466,-87.7224225784,41.7641012309,-87.7219239835,41.7495525981,29.414508365803343,29.23529412,1.616427697688604
68,118,137,-87.7226265936,41.7713749274,-87.7224225784,41.7641012309,23.467568187027275,23.8,0.8080586542308117
69,119,118,-87.7228106739,41.7786592102,-87.7226265936,41.7713749274,24.99679119871648,25.0,0.8092021466941166
70,311,119,-87.7230120465,41.7859375521,-87.7228106739,41.7786592102,23.69080907632363,24.0,0.8085718962896209
71,489,311,-87.7231842393,41.7932048804,-87.7230120465,41.7859375521,22.62021544808617,23.0,0.8073032287570182
72,485,489,-87.7234813825,41.802319903,-87.7231842393,41.7932048804,21.644969057986938,22.0,1.012700884203701
73,184,485,-87.7236331985,41.8078845965,-87.7234813825,41.802319903,21.809076323630528,23.0,0.6181964809336588
74,183,184,-87.7239126305,41.8151964653,-87.7236331985,41.8078845965,23.666055466422183,24.0,0.8124583908355352
75,267,183,-87.7241023179,41.8229917212,-87.7239126305,41.8151964653,28.21235388494156,29.0,0.8659607224164807
76,261,267,-87.7244169525,41.8368832391,-87.7241023179,41.8229917212,28.398464359385745,29.0,1.5431520116919712
77,260,261,-87.7246042169,41.844256132,-87.7244169525,41.8368832391,19.956566582626863,20.25,0.8190562993823846
78,473,260,-87.7248323347,41.851569942,-87.7246042169,41.844256132,22.04652761861036,22.25,0.8125681727844066
79,258,473,-87.7250059157,41.8588692972,-87.7248323347,41.851569942,20.898120559248223,20.33333333,0.8108709541064132
80,474,258,-87.7251959198,41.8661726153,-87.7250059157,41.8588692972,22.26782030712812,22.5,0.8113374198348754
81,153,474,-87.7255338018,41.8752773266,-87.7251959198,41.8661726153,22.62250744900298,23.0,1.0116562843339434
82,447,153,-87.7257432412,41.881963822,-87.7255338018,41.8752773266,19.642333256933306,20.0,0.74287869890144
83,327,447,-87.7258468072,41.885467797,-87.7257432412,41.881963822,19.071510428605087,18.0,0.389285019350701
84,328,327,-87.7261375752,41.8953686205,-87.7258468072,41.885467797,23.36007334402933,23.0,1.0999606528311472
85,196,328,-87.726353889,41.9026724244,-87.7261375752,41.8953686205,21.79922071968829,22.0,0.811441726140375
86,195,196,-87.7264496219,41.9061569986,-87.726353889,41.9026724244,20.461265184506075,20.5,0.3871181370841104
87,484,195,-87.7263519649,41.9098871747,-87.7264496219,41.9061569986,22.651386660554664,23.0,0.41439546866583926
88,254,484,-87.7266098963,41.9171671261,-87.7263519649,41.9098871747,20.66284666513798,20.0,0.8088789832735834
89,255,254,-87.7268196342,41.9244849256,-87.7266098963,41.9171671261,18.47455878982283,18.0,0.8129869612502441
90,352,255,-87.727029749,41.9317913323,-87.7268196342,41.9244849256,22.93914737565895,23.0,0.8117234981899424
91,444,352,-87.7273128567,41.9411532354,-87.727029749,41.9317913323,20.43227137290855,20.0,1.0401108068285942
